person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
-0.9412503344897505,1.4602700981672985,-0.9700999140413796,1.3528312681645929,-0.6017023609326353,-1.3876972341287679,0.04081036276885541,0,0.3183109182935064,0,1,0,0,0,0,0,1,0,0
-1.4842226896912614,0.15296243948670418,-1.125913726724503,0.722493336860617,0.6010807837052985,0.0137262576769539,0.9593984340956652,1,-0.5407947371871168,1,0,0,0,0,0,0,1,0,0
1.5409090035742992,-0.8926238821846512,-0.19103085062576278,-0.5381825257473344,-0.5491491842773243,0.9674043129733181,-0.6690076923473156,0,-1.2771710133133654,0,0,1,0,0,1,0,0,0,0
-0.7861153758607473,-1.6776579905758076,-1.032425439114629,1.3528312681645929,-0.16375922213837635,1.2968029380705113,-1.0865477247685928,0,-1.2771710133133654,0,0,0,1,0,0,0,0,1,0
0.8428016897437852,-0.39610352959323136,-1.0012626765780044,0.722493336860617,-0.2637310696838244,0.6222261130211697,-1.0030397182843371,0,0.9319578150653801,1,0,0,0,0,0,0,0,0,1
1.1530716070017915,1.590010356431588,2.411059821182397,-0.5381825257473344,1.4370991341759942,-1.4153114901249397,-1.5458417604319976,0,1.4228753324828791,0,1,0,0,0,0,0,0,1,0
0.14469437591327128,-0.3747994971973931,0.1205967747404838,-1.1685204570513101,-1.569808389127025,-1.671729581517964,-0.41848367289454935,0,-0.1726065991239926,0,0,1,0,0,0,1,0,0,0
-0.5534129379172427,0.5528677061366318,-0.12870532555251352,0.722493336860617,-0.987293676238845,-1.5376031952508435,-1.6711037701583806,0,-0.29533597847836734,1,0,0,0,1,0,0,0,0,0
-0.5534129379172427,-0.25886139406760245,0.1829222998137332,0.09215540555664131,0.7052810477632429,0.5669976010288258,-1.5040877571898699,0,1.1774165737741296,1,0,0,0,0,1,0,0,0,0
0.9203691690582868,-1.6798013840790476,-0.19103085062576278,-0.5381825257473344,0.6202093345951627,0.45851302390100834,-1.5040877571898699,0,0.19558153893913163,0,1,0,0,1,0,0,0,0,0
1.230639086316293,1.4454611975994596,2.3331529148408356,0.09215540555664131,-0.4547145488315737,0.7405729244333351,-0.20971365668391084,0,0.6864990563566306,1,0,0,0,0,0,0,1,0,0
0.6100992518002806,1.0990108658939677,1.7410604266449672,-0.5381825257473344,0.9888869838513871,-1.0563261621747055,0.08256436601098316,0,1.5456047118372538,0,0,1,0,1,0,0,0,0,0
1.230639086316293,-1.5286271907823596,2.052688052011214,0.09215540555664131,0.7873324634223972,0.6103914318799535,1.251676456790559,0,-1.1544416339589905,1,0,0,0,0,0,0,0,1,0
-0.9412503344897505,-1.042628951752299,-0.6273095261385082,-0.5381825257473344,0.2041130144488012,1.6439535848795286,-1.2953177409792311,1,-0.7862534958958664,0,0,1,0,0,0,0,0,0,1
0.22226185522777284,1.477027538283537,2.411059821182397,1.3528312681645929,1.4497843837134832,-0.6933959405107325,1.3769384665169422,0,0.19558153893913163,0,1,0,0,0,1,0,0,0,0
0.6100992518002806,1.6234602853457851,-1.1570764892611276,0.09215540555664131,-0.5108920824975959,0.07783078052521022,0.04081036276885541,1,1.6683340911916285,0,0,0,1,0,0,0,0,0,1
0.14469437591327128,0.21849831963121888,-0.5961467636018836,0.09215540555664131,1.5231776131803831,-1.332468722136424,0.6671204114007709,1,-1.5226297720221147,0,0,1,0,0,0,0,0,0,1
-0.5534129379172427,0.6892329988654807,-0.31568190077226144,0.722493336860617,0.172399890605079,0.2869101473533687,-1.3788257474634866,0,-0.41806535783274207,0,0,0,1,1,0,0,0,0,0
-0.010440582715731827,0.20287752758488015,0.5257126877166047,-1.1685204570513101,-1.5124227364574323,1.3382243220647685,-1.5875957636741254,1,0.5637696770022559,0,1,0,0,0,0,0,0,1,0
-1.2515202517477566,0.4827527580533775,2.411059821182397,-1.1685204570513101,-0.10295056562533442,-0.9399517976194098,-1.044793721526465,0,0.5637696770022559,1,0,0,0,0,0,0,0,0,1
1.0755041276872899,-1.5319397080146395,-1.032425439114629,-0.5381825257473344,-1.5769564265648162,-1.0957750993120938,-0.5019916793788048,0,1.3001459531285042,0,0,0,1,1,0,0,0,0,0
0.14469437591327128,-0.9453968282871469,-1.0947509641878783,0.722493336860617,0.2982456201436592,-1.0563261621747055,-0.9612857150422096,0,-0.5407947371871168,0,0,0,1,0,0,1,0,0,0
-0.8636828551752489,-1.2336832544729035,-0.6584722886751329,-1.1685204570513101,1.7122482372391459,1.148869423805305,-0.3767296696524216,0,1.4228753324828791,0,1,0,0,1,0,0,0,0,0
-0.08800806203023338,0.016889427690115207,-1.125913726724503,0.09215540555664131,-1.0371285851361227,-1.152976058161307,1.3769384665169422,0,0.9319578150653801,0,0,0,1,0,0,1,0,0,0
1.3082065656307946,-0.7118968390705658,0.15175953727710864,-1.1685204570513101,0.09034847494592473,-1.072105737029661,-0.7107616955894434,0,0.0728521595847569,0,0,0,1,0,0,0,0,1,0
-1.173952772433255,-0.6043374559988945,1.4917583263519696,0.722493336860617,1.5624414807964202,-1.529713407823366,1.41869246975907,0,-1.6453591513764896,0,0,1,0,0,0,0,0,0,1
-1.716925127634766,-1.4705931878991845,2.411059821182397,1.3528312681645929,-1.4019805242143744,0.8293330329924589,1.7109704924539637,0,0.3183109182935064,0,0,0,1,0,0,0,0,1,0
-1.018817813804252,-0.23203649961796463,-0.6584722886751329,0.09215540555664131,0.5869860619969774,-1.4981542581134555,0.7506284178850264,0,-1.5226297720221147,1,0,0,0,0,0,0,1,0,0
